age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,TARGET,ID
52,management,married,university.degree,0,0,0,cellular,aug,wed,206,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,0,37149
46,,married,,0,0,1,cellular,aug,wed,299,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37150
43,services,divorced,basic.6y,0,1,0,cellular,aug,wed,40,3,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37151
27,management,single,university.degree,0,1,0,cellular,aug,wed,106,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37152
20,student,single,high.school,0,0,1,cellular,aug,wed,254,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,37153
59,retired,married,,0,,,cellular,aug,wed,177,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37154
32,services,single,high.school,0,1,1,cellular,aug,wed,253,1,4,2,success,-2.9,92.201,-31.4,0.884,5076.2,1,37155
37,admin.,married,high.school,0,0,0,cellular,aug,wed,179,2,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,1,37156
39,blue-collar,married,basic.9y,0,0,0,cellular,aug,wed,394,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,37157
59,retired,divorced,university.degree,0,1,1,cellular,aug,wed,526,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37158
45,unemployed,divorced,basic.4y,0,1,0,cellular,aug,wed,156,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37159
45,unemployed,divorced,basic.4y,0,0,1,telephone,aug,wed,416,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37160
46,admin.,married,high.school,0,0,0,telephone,aug,wed,231,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,37161
59,retired,married,,0,0,0,cellular,aug,wed,385,2,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,1,37162
43,services,divorced,basic.6y,0,1,0,telephone,aug,wed,813,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37163
37,technician,married,professional.course,0,0,0,cellular,aug,wed,157,3,4,2,success,-2.9,92.201,-31.4,0.884,5076.2,1,37164
56,entrepreneur,married,high.school,0,1,0,cellular,aug,wed,131,5,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,0,37165
42,unemployed,married,,0,0,0,cellular,aug,thu,175,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,37166
31,admin.,single,university.degree,0,0,0,cellular,aug,thu,331,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37168
37,admin.,married,university.degree,0,0,0,cellular,aug,thu,89,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37169
52,retired,divorced,university.degree,0,1,1,cellular,aug,thu,155,2,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,1,37170
70,retired,married,basic.4y,,1,0,cellular,aug,thu,320,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37171
32,technician,married,university.degree,0,0,1,cellular,aug,thu,975,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,37172
42,unemployed,married,,0,1,0,telephone,aug,thu,280,7,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37174
52,technician,married,professional.course,0,0,0,cellular,aug,thu,126,6,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37175
57,management,married,university.degree,0,1,0,cellular,aug,thu,107,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37176
60,self-employed,divorced,university.degree,0,0,0,cellular,aug,thu,90,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37177
59,housemaid,married,basic.4y,0,1,0,cellular,aug,thu,121,6,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37178
32,technician,married,university.degree,0,1,0,cellular,aug,thu,148,2,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,0,37179
63,retired,married,basic.4y,0,0,0,cellular,aug,thu,87,4,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37181
37,admin.,married,university.degree,0,0,0,cellular,aug,thu,305,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37182
28,student,single,,0,1,0,cellular,aug,thu,111,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37183
52,retired,divorced,university.degree,0,0,0,cellular,aug,thu,427,1,15,1,success,-2.9,92.201,-31.4,0.883,5076.2,1,37184
45,technician,single,university.degree,0,0,0,cellular,aug,thu,146,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37185
58,retired,married,high.school,0,0,0,cellular,aug,thu,144,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37186
79,retired,married,,0,0,0,cellular,aug,thu,86,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37187
53,technician,married,professional.course,0,1,0,cellular,aug,thu,100,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37189
24,student,single,high.school,0,0,0,cellular,aug,thu,355,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,37190
74,retired,married,high.school,0,0,0,cellular,aug,thu,472,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37191
54,admin.,divorced,high.school,0,1,0,cellular,aug,thu,131,2,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,1,37192
74,retired,married,high.school,0,0,0,cellular,aug,thu,174,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37193
74,retired,married,high.school,0,1,0,cellular,aug,thu,1452,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,1,37194
74,retired,married,high.school,0,0,0,cellular,aug,thu,135,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37196
35,admin.,single,university.degree,0,1,0,cellular,aug,thu,789,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37198
31,technician,divorced,professional.course,0,1,0,cellular,aug,thu,310,2,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,1,37199
35,admin.,single,university.degree,0,1,0,cellular,aug,thu,116,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37201
60,entrepreneur,married,,0,0,0,cellular,aug,thu,130,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37202
35,admin.,single,university.degree,0,0,0,cellular,aug,thu,250,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37203
35,admin.,single,university.degree,0,1,1,cellular,aug,thu,471,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37204
25,technician,single,university.degree,0,1,0,telephone,aug,thu,256,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,37205
44,admin.,married,university.degree,0,1,0,cellular,aug,thu,254,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,37206
76,retired,married,basic.4y,0,1,0,cellular,aug,thu,550,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,37207
32,technician,single,professional.course,0,0,0,cellular,aug,fri,169,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37209
46,housemaid,married,high.school,0,1,0,cellular,aug,fri,358,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37210
29,admin.,single,university.degree,0,1,0,cellular,aug,fri,107,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37211
38,admin.,single,university.degree,0,1,0,cellular,aug,fri,116,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37212
51,technician,married,professional.course,0,1,0,telephone,aug,fri,115,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37213
33,blue-collar,married,basic.9y,0,0,0,cellular,aug,fri,79,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,1,37215
38,admin.,single,university.degree,0,1,0,cellular,aug,fri,140,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37216
32,technician,single,professional.course,0,1,0,telephone,aug,fri,107,2,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,0,37217
32,admin.,married,university.degree,0,1,1,cellular,aug,fri,131,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37218
29,admin.,single,university.degree,0,0,0,cellular,aug,fri,289,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37219
25,admin.,single,university.degree,0,1,0,cellular,aug,fri,255,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37221
34,admin.,married,university.degree,0,0,0,cellular,aug,fri,78,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37222
32,technician,single,professional.course,0,0,0,cellular,aug,fri,87,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37224
46,housemaid,married,high.school,0,1,0,cellular,aug,fri,258,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37225
32,unemployed,single,university.degree,0,1,0,cellular,aug,fri,88,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,0,37227
70,retired,married,basic.4y,0,1,0,cellular,aug,fri,530,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37228
24,student,single,high.school,0,1,0,cellular,aug,fri,456,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37230
41,services,single,university.degree,0,1,0,cellular,aug,fri,142,1,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,1,37231
41,services,single,university.degree,0,1,0,cellular,aug,fri,325,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37232
33,admin.,single,high.school,0,1,0,cellular,aug,fri,1088,3,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37233
48,unemployed,single,basic.9y,0,0,0,cellular,aug,fri,173,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37234
54,technician,married,university.degree,0,1,0,cellular,aug,fri,325,1,4,1,success,-2.9,92.201,-31.4,0.881,5076.2,0,37235
73,retired,married,basic.4y,0,0,0,cellular,aug,fri,453,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37236
48,entrepreneur,married,university.degree,0,0,1,cellular,aug,fri,295,2,4,2,success,-2.9,92.201,-31.4,0.881,5076.2,1,37237
73,retired,married,basic.9y,0,0,0,cellular,aug,fri,239,1,15,1,success,-2.9,92.201,-31.4,0.881,5076.2,0,37238
58,admin.,married,university.degree,0,0,0,telephone,aug,fri,121,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37239
23,student,single,high.school,0,1,0,cellular,aug,fri,136,1,999,3,failure,-2.9,92.201,-31.4,0.881,5076.2,0,37241
36,management,married,university.degree,0,1,0,cellular,aug,fri,100,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37242
30,admin.,single,university.degree,0,1,0,cellular,aug,fri,83,1,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,0,37243
28,admin.,single,university.degree,0,0,0,cellular,aug,fri,70,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37244
33,blue-collar,married,basic.9y,0,0,0,cellular,aug,fri,99,1,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,0,37245
28,admin.,single,university.degree,0,1,0,cellular,aug,fri,119,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,0,37247
28,admin.,married,university.degree,0,1,0,cellular,aug,fri,140,1,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,0,37249
51,housemaid,married,,0,1,1,cellular,aug,fri,268,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37251
36,services,married,basic.9y,0,1,0,cellular,aug,fri,221,1,4,1,success,-2.9,92.201,-31.4,0.881,5076.2,1,37252
29,admin.,single,high.school,0,0,0,cellular,aug,fri,384,1,4,3,success,-2.9,92.201,-31.4,0.881,5076.2,0,37255
30,self-employed,married,university.degree,0,1,1,cellular,aug,fri,390,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37256
29,admin.,single,high.school,0,0,0,cellular,aug,fri,88,1,999,2,failure,-2.9,92.201,-31.4,0.881,5076.2,0,37257
73,retired,married,basic.4y,0,1,1,cellular,aug,fri,135,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37258
27,blue-collar,,high.school,0,0,0,cellular,aug,fri,192,1,4,1,success,-2.9,92.201,-31.4,0.881,5076.2,1,37259
76,retired,married,university.degree,0,0,0,cellular,aug,fri,233,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37261
29,admin.,single,high.school,0,1,0,cellular,aug,fri,121,1,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,0,37262
31,admin.,married,university.degree,0,1,0,cellular,aug,fri,353,2,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37263
33,admin.,single,high.school,0,1,0,cellular,aug,fri,182,2,999,1,failure,-2.9,92.201,-31.4,0.881,5076.2,1,37264
48,admin.,divorced,university.degree,0,1,0,cellular,aug,fri,103,1,4,1,success,-2.9,92.201,-31.4,0.881,5076.2,0,37265
43,admin.,single,high.school,0,1,0,cellular,aug,fri,231,3,999,0,nonexistent,-2.9,92.201,-31.4,0.881,5076.2,1,37266
54,unemployed,married,university.degree,0,0,0,telephone,aug,mon,122,3,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37267
44,entrepreneur,married,basic.4y,0,,,cellular,aug,mon,111,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37268
46,blue-collar,married,professional.course,0,0,0,telephone,aug,mon,255,3,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37269
35,services,single,university.degree,0,,,cellular,aug,mon,419,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37270
36,management,married,university.degree,0,0,0,cellular,aug,mon,1225,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37271
40,blue-collar,divorced,basic.9y,0,0,0,cellular,aug,mon,54,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,0,37272
52,admin.,married,university.degree,0,0,0,cellular,aug,mon,268,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37274
38,technician,married,professional.course,0,0,0,cellular,aug,mon,923,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,1,37275
27,student,single,high.school,0,0,0,cellular,aug,mon,131,1,3,2,success,-2.9,92.201,-31.4,0.884,5076.2,0,37277
38,admin.,single,high.school,0,1,1,cellular,aug,mon,167,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,37278
64,retired,married,university.degree,0,0,0,telephone,aug,mon,133,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37279
37,technician,married,university.degree,0,1,0,cellular,aug,mon,187,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,1,37282
65,retired,married,basic.6y,0,0,0,cellular,aug,mon,161,2,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,1,37283
66,admin.,married,university.degree,0,0,0,cellular,aug,mon,489,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,37284
40,blue-collar,married,high.school,0,1,0,cellular,aug,mon,158,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,37286
40,admin.,married,university.degree,0,0,0,cellular,aug,mon,246,1,3,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,37287
33,admin.,married,high.school,0,1,0,cellular,aug,mon,252,1,6,1,success,-2.9,92.201,-31.4,0.884,5076.2,1,37288
43,self-employed,divorced,university.degree,0,0,0,telephone,aug,mon,156,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37289
43,self-employed,divorced,university.degree,0,0,0,cellular,aug,mon,1529,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,0,37290
35,admin.,married,high.school,0,0,0,cellular,aug,mon,155,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,37292
31,admin.,married,high.school,0,0,1,cellular,aug,mon,155,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,1,37293
33,technician,single,basic.9y,0,1,1,cellular,aug,mon,289,1,999,2,failure,-2.9,92.201,-31.4,0.884,5076.2,1,37294
36,blue-collar,married,basic.9y,0,0,0,cellular,aug,mon,153,2,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,0,37295
69,retired,married,professional.course,0,1,0,telephone,aug,mon,411,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37297
21,admin.,single,university.degree,0,1,0,cellular,aug,mon,89,2,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,37299
19,student,single,basic.9y,0,1,0,telephone,aug,mon,85,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37300
46,blue-collar,married,professional.course,0,0,0,telephone,aug,mon,151,3,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,0,37301
19,student,single,basic.9y,0,0,0,cellular,aug,mon,96,1,3,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,37302
44,,married,university.degree,0,1,0,cellular,aug,mon,263,2,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37304
39,technician,married,professional.course,0,1,0,cellular,aug,mon,247,1,4,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,37305
40,management,married,university.degree,0,0,0,cellular,aug,mon,162,1,999,1,failure,-2.9,92.201,-31.4,0.884,5076.2,0,37306
67,retired,married,professional.course,0,1,1,cellular,aug,mon,71,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,0,37309
57,entrepreneur,married,professional.course,0,1,0,telephone,aug,mon,157,1,3,1,success,-2.9,92.201,-31.4,0.884,5076.2,0,37310
37,blue-collar,married,basic.9y,0,0,0,cellular,aug,mon,213,1,999,0,nonexistent,-2.9,92.201,-31.4,0.884,5076.2,1,37311
37,blue-collar,married,basic.9y,0,0,0,cellular,aug,tue,373,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37312
34,technician,single,professional.course,0,1,0,cellular,aug,tue,1416,2,12,1,success,-2.9,92.201,-31.4,0.883,5076.2,1,37313
58,technician,married,professional.course,0,0,0,cellular,aug,tue,48,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37315
43,services,married,high.school,0,1,0,telephone,aug,tue,329,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37316
34,admin.,single,university.degree,0,1,1,cellular,aug,tue,265,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37318
69,retired,married,high.school,0,1,0,cellular,aug,tue,151,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37319
59,technician,single,basic.6y,0,0,0,telephone,aug,tue,181,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37320
49,management,divorced,university.degree,0,1,1,cellular,aug,tue,138,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37321
31,admin.,single,university.degree,0,0,0,cellular,aug,tue,265,1,4,3,success,-2.9,92.201,-31.4,0.883,5076.2,1,37322
31,admin.,single,university.degree,0,0,0,cellular,aug,tue,157,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37323
50,management,married,university.degree,0,0,0,cellular,aug,tue,89,3,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,0,37324
31,admin.,single,university.degree,0,0,0,telephone,aug,tue,387,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37325
45,services,married,high.school,0,0,0,cellular,aug,tue,249,3,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37326
60,retired,married,high.school,0,0,0,cellular,aug,tue,123,1,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,0,37327
30,admin.,single,university.degree,0,0,0,cellular,aug,tue,156,1,999,2,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37328
30,admin.,single,university.degree,0,1,1,cellular,aug,tue,155,1,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,0,37329
58,technician,married,professional.course,0,0,0,cellular,aug,tue,704,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,37331
26,student,single,professional.course,0,1,0,cellular,aug,tue,176,2,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,1,37333
35,self-employed,married,university.degree,0,1,0,telephone,aug,tue,88,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37334
50,blue-collar,married,,0,1,0,cellular,aug,tue,1398,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37337
52,management,married,high.school,0,1,1,cellular,aug,tue,167,1,10,4,failure,-2.9,92.201,-31.4,0.883,5076.2,1,37339
42,admin.,single,university.degree,0,0,0,cellular,aug,tue,982,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37341
85,retired,married,professional.course,0,0,0,cellular,aug,tue,140,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,37342
27,admin.,single,university.degree,0,1,0,cellular,aug,tue,168,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37343
27,admin.,single,university.degree,0,1,0,cellular,aug,tue,287,1,6,1,success,-2.9,92.201,-31.4,0.883,5076.2,0,37344
49,technician,married,professional.course,0,1,0,cellular,aug,tue,75,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37345
30,admin.,married,university.degree,0,0,0,cellular,aug,tue,139,3,6,1,success,-2.9,92.201,-31.4,0.883,5076.2,1,37346
69,entrepreneur,married,university.degree,0,1,0,cellular,aug,tue,93,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37347
28,admin.,single,university.degree,0,0,0,cellular,aug,tue,225,1,999,2,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37348
33,student,single,,0,1,1,cellular,aug,tue,203,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37349
41,admin.,single,university.degree,0,1,0,cellular,aug,tue,280,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37350
54,admin.,single,university.degree,,1,0,cellular,aug,tue,159,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37351
60,admin.,married,professional.course,0,0,0,cellular,aug,tue,66,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37352
35,admin.,married,university.degree,0,0,1,cellular,aug,tue,349,1,999,3,failure,-2.9,92.201,-31.4,0.883,5076.2,1,37354
80,retired,married,illiterate,,1,1,cellular,aug,tue,125,1,6,1,success,-2.9,92.201,-31.4,0.883,5076.2,1,37356
26,admin.,single,university.degree,0,0,0,cellular,aug,tue,221,1,15,1,success,-2.9,92.201,-31.4,0.883,5076.2,1,37357
67,retired,married,university.degree,0,0,0,cellular,aug,tue,201,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37358
56,retired,married,high.school,0,1,1,cellular,aug,tue,97,1,3,2,success,-2.9,92.201,-31.4,0.883,5076.2,0,37359
44,management,married,university.degree,0,0,0,cellular,aug,tue,175,2,999,2,failure,-2.9,92.201,-31.4,0.883,5076.2,1,37361
47,admin.,married,university.degree,0,1,0,cellular,aug,tue,526,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37362
58,technician,married,professional.course,0,1,0,cellular,aug,tue,89,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,37363
59,admin.,divorced,professional.course,0,0,0,cellular,aug,tue,206,1,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,1,37364
59,admin.,divorced,professional.course,0,0,0,cellular,aug,tue,477,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37365
69,blue-collar,married,,0,1,0,cellular,aug,tue,400,3,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37366
59,admin.,divorced,professional.course,0,0,0,telephone,aug,tue,198,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37367
59,admin.,divorced,professional.course,0,,,cellular,aug,tue,203,1,4,1,success,-2.9,92.201,-31.4,0.883,5076.2,1,37368
30,admin.,married,university.degree,0,1,0,cellular,aug,tue,120,3,999,1,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37370
50,blue-collar,married,,0,1,1,cellular,aug,tue,589,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,1,37371
70,retired,married,high.school,0,1,0,cellular,aug,tue,162,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37372
59,blue-collar,married,basic.4y,0,0,0,cellular,aug,tue,163,3,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37373
35,technician,single,university.degree,0,1,0,cellular,aug,tue,113,3,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37376
57,management,married,university.degree,0,1,0,cellular,aug,tue,71,1,5,2,failure,-2.9,92.201,-31.4,0.883,5076.2,0,37377
21,unemployed,single,high.school,0,1,0,telephone,aug,tue,172,2,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37378
57,management,married,university.degree,0,0,0,cellular,aug,tue,162,1,999,0,nonexistent,-2.9,92.201,-31.4,0.883,5076.2,0,37379
42,management,divorced,,0,1,0,cellular,aug,wed,266,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,37380
62,management,married,university.degree,0,1,1,cellular,aug,wed,345,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,37382
27,admin.,single,university.degree,0,1,0,cellular,aug,wed,1117,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,37383
60,management,married,university.degree,0,0,0,cellular,aug,wed,159,4,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,37384
31,services,single,university.degree,0,1,0,telephone,aug,wed,701,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,37385
27,admin.,single,university.degree,0,1,0,cellular,aug,wed,429,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1,37386
36,admin.,divorced,university.degree,0,0,1,cellular,aug,wed,623,2,6,2,success,-2.9,92.201,-31.4,0.879,5076.2,1,37387
66,retired,,basic.9y,0,1,0,cellular,aug,wed,340,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,37388
42,management,divorced,,0,1,0,cellular,aug,wed,137,2,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,1,37389
31,blue-collar,single,university.degree,0,0,0,cellular,aug,wed,174,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,37390
25,admin.,single,high.school,0,1,1,cellular,aug,wed,121,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,37392
26,student,single,basic.9y,0,0,0,telephone,aug,wed,127,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,37393
26,student,single,basic.9y,0,1,0,cellular,aug,wed,182,1,4,1,success,-2.9,92.201,-31.4,0.879,5076.2,1,37394
26,student,single,basic.9y,0,0,0,telephone,aug,wed,449,1,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,1,37396
49,admin.,married,high.school,0,1,0,cellular,aug,wed,90,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,0,37397
